X,Y,Z
11.5717,-10.7292,-27.3506
12.0428,-10.8613,-26.6635
11.556,-10.7207,-27.3391
11.0645,-10.5392,-28.0442
11.0489,-10.5307,-28.0327
12.0788,-11.2293,-26.6569
11.5706,-11.0537,-27.352
12.0584,-10.8698,-26.6749
11.5717,-10.7292,-27.3506
11.1895,-10.922,-27.8733
11.0624,-10.8781,-28.0471
11.0645,-10.5392,-28.0442
11.1824,-8.74266,-28.1072
11.0599,-8.74266,-28.0176
11.1794,-9.22713,-28.1113
11.0569,-9.22713,-28.0217
11.0521,-9.95605,-28.0283
11.1774,-9.96247,-28.1159
11.0489,-10.5307,-28.0327
11.1761,-10.545,-28.1192
11.0467,-10.8781,-28.0356
11.1753,-10.8754,-28.121
10.9359,-10.8398,-28.1872
10.9359,-10.7203,-28.1872
11.0723,-10.8398,-28.2608
10.9359,-10.6098,-28.1872
11.0703,-10.5247,-28.263
10.9359,-10.038,-28.1872
11.0669,-9.95577,-28.267
10.9359,-9.19057,-28.1872
11.0617,-9.1945,-28.273
11.0584,-8.6998,-28.2768
10.9359,-8.6998,-28.1872
10.9359,-8.60278,-28.1872
11.0584,-8.59549,-28.2768
12.0428,-10.8613,-26.6635
11.556,-10.7207,-27.3391
12.1037,-10.26,-26.6097
11.5581,-10.0372,-27.3363
12.0632,-9.55966,-26.6455
11.56,-9.3934,-27.3336
12.045,-9.10217,-26.6643
11.5615,-8.91599,-27.3315
11.0489,-10.5307,-28.0327
11.0521,-9.95605,-28.0283
11.0569,-9.22713,-28.0217
11.0599,-8.74266,-28.0176
11.2261,-8.59879,-28.4976
10.8611,-8.59879,-28.201
11.24,-8.48361,-28.4794
10.8749,-8.48361,-28.1828
11.24,-8.48361,-28.4794
10.8749,-8.48361,-28.1828
11.5373,-8.58092,-28.0893
11.1722,-8.58092,-27.7928
11.9165,-8.70505,-27.5917
11.5515,-8.70505,-27.2952
12.3463,-8.86494,-27.0102
12.0436,-8.87113,-26.6498
11.2261,-8.59879,-28.4976
11.24,-8.48361,-28.4794
11.5234,-8.6961,-28.1075
11.5373,-8.58092,-28.0893
11.9165,-8.70505,-27.5917
11.9027,-8.82023,-27.6099
12.3463,-8.86494,-27.0102
12.3463,-8.98746,-27.0149
11.2261,-8.59879,-28.4976
11.5234,-8.6961,-28.1075
10.8611,-8.59879,-28.201
11.1584,-8.6961,-27.8109
11.9027,-8.82023,-27.6099
11.5376,-8.82023,-27.3133
12.3463,-8.98746,-27.0149
12.0436,-8.99365,-26.6546
11.7727,-9.72183,-27.0833
11.7727,-10.1618,-27.0833
11.4133,-9.72183,-27.57
11.4133,-10.1618,-27.57
11.3929,-9.72183,-27.5549
11.7523,-9.72183,-27.0682
11.4133,-9.72183,-27.57
11.7727,-9.72183,-27.0833
11.3929,-10.1618,-27.5549
11.4133,-10.1618,-27.57
11.7523,-10.1618,-27.0682
11.7727,-10.1618,-27.0833
11.7523,-10.1618,-27.0682
11.7727,-10.1618,-27.0833
11.7523,-9.72183,-27.0682
11.7727,-9.72183,-27.0833
11.4133,-9.72183,-27.57
11.4133,-10.1618,-27.57
11.3929,-9.72183,-27.5549
11.3929,-10.1618,-27.5549
10.6613,-10.7022,-29.1395
10.6635,-10.7067,-29.0831
10.6725,-10.7067,-29.0801
10.4176,-10.6541,-29.6716
10.4176,-10.664,-29.6716
10.4639,-10.664,-29.6804
10.5447,-10.6595,-29.7561
10.5387,-10.6595,-29.7514
10.5557,-10.664,-29.6978
10.5695,-10.7022,-29.1221
10.5232,-10.7022,-29.1134
10.5232,-10.6919,-29.1134
10.4176,-10.664,-29.6716
10.4176,-10.6541,-29.6716
10.3704,-10.664,-29.6776
10.3704,-10.6541,-29.6776
10.5232,-10.6919,-29.1134
10.5232,-10.7022,-29.1134
10.4798,-10.6919,-29.1052
10.4798,-10.7022,-29.1052
10.6725,-10.7067,-29.0801
10.6635,-10.7067,-29.0831
10.6764,-10.4465,-29.0995
10.6701,-10.4465,-29.1029
10.6385,-10.1296,-29.0628
10.4176,-10.664,-29.6716
10.4704,-10.697,-29.3925
10.4639,-10.664,-29.6804
10.5167,-10.697,-29.4013
10.5695,-10.7022,-29.1221
10.5232,-10.7022,-29.1134
10.4798,-10.7022,-29.1052
10.427,-10.697,-29.3843
10.3704,-10.664,-29.6776
10.5387,-10.6595,-29.7514
10.5447,-10.6595,-29.7561
10.542,-10.3993,-29.7669
10.547,-10.3993,-29.7715
10.5187,-10.0824,-29.7474
10.4176,-9.49836,-29.6716
10.4639,-9.49836,-29.6804
10.4704,-9.53763,-29.3925
10.5167,-9.53763,-29.4013
10.5232,-9.53661,-29.1134
10.5695,-9.53661,-29.1221
10.3704,-10.6541,-29.6776
10.4176,-10.6541,-29.6716
10.427,-10.6868,-29.3843
10.4704,-10.6868,-29.3925
10.4798,-10.6919,-29.1052
10.5232,-10.6919,-29.1134
10.3704,-10.6541,-29.6776
10.427,-10.6868,-29.3843
10.3704,-10.664,-29.6776
10.427,-10.697,-29.3843
10.4798,-10.6919,-29.1052
10.4798,-10.7022,-29.1052
10.5618,-10.6713,-29.6989
10.6146,-10.7044,-29.4198
10.5618,-10.7422,-29.6989
10.6146,-10.7624,-29.4198
10.6674,-10.7096,-29.1407
10.6674,-10.7804,-29.1407
10.6778,-10.785,-29.0858
10.6778,-10.7141,-29.0858
10.6725,-10.7067,-29.0801
10.6613,-10.7022,-29.1395
10.6085,-10.697,-29.4186
10.5557,-10.664,-29.6978
10.5447,-10.6595,-29.7561
10.5515,-10.6668,-29.7538
10.5515,-10.7377,-29.7538
10.4639,-9.49836,-29.6804
10.4176,-9.49836,-29.6716
10.4311,-9.72456,-29.674
10.3848,-9.72456,-29.6652
10.4311,-10.0868,-29.674
10.3848,-10.0868,-29.6652
10.4138,-10.4038,-29.6858
10.4601,-10.4038,-29.6946
10.4176,-10.6541,-29.6716
10.4639,-10.664,-29.6804
10.5798,-10.7067,-29.0673
10.6635,-10.7067,-29.0831
10.5695,-10.7022,-29.1221
10.6613,-10.7022,-29.1395
10.6085,-10.697,-29.4186
10.5167,-10.697,-29.4013
10.5557,-10.664,-29.6978
10.4639,-10.664,-29.6804
10.5387,-10.6595,-29.7514
10.4535,-10.6595,-29.7352
10.5798,-10.7067,-29.0673
10.5695,-10.7022,-29.1221
10.5776,-10.4465,-29.0855
10.5672,-10.442,-29.1403
10.5302,-10.1251,-29.0991
10.5406,-10.1296,-29.0443
10.5349,-9.76733,-29.0655
10.5245,-9.76281,-29.1203
10.5798,-9.54113,-29.0673
10.5695,-9.53661,-29.1221
10.5695,-10.7022,-29.1221
10.5232,-10.6919,-29.1134
10.5672,-10.442,-29.1403
10.5209,-10.442,-29.1316
10.5302,-10.1251,-29.0991
10.4839,-10.1251,-29.0903
10.5245,-9.76281,-29.1203
10.4782,-9.76281,-29.1116
10.5232,-9.53661,-29.1134
10.5695,-9.53661,-29.1221
10.5209,-10.442,-29.1316
10.4704,-10.4239,-29.3925
10.4839,-10.1251,-29.0903
10.4704,-10.107,-29.3925
10.4782,-9.76281,-29.1116
10.4704,-9.76384,-29.3925
10.4704,-9.53763,-29.3925
10.5232,-9.53661,-29.1134
10.4176,-9.49836,-29.6716
10.3848,-9.72456,-29.6652
10.3848,-10.0868,-29.6652
10.4138,-10.4038,-29.6858
10.4176,-10.6541,-29.6716
10.4704,-10.6868,-29.3925
10.5232,-10.6919,-29.1134
10.4535,-9.44155,-29.7352
10.4639,-9.44602,-29.6804
10.4535,-9.49388,-29.7352
10.4639,-9.49836,-29.6804
10.5167,-9.4853,-29.4013
10.5167,-9.53763,-29.4013
10.5695,-9.53661,-29.1221
10.5695,-9.48427,-29.1221
10.5798,-9.48879,-29.0673
10.5798,-9.54113,-29.0673
10.4639,-10.664,-29.6804
10.4535,-10.6595,-29.7352
10.4601,-10.4038,-29.6946
10.4497,-10.3993,-29.7494
10.4311,-10.0868,-29.674
10.4207,-10.0824,-29.7288
10.4311,-9.72456,-29.674
10.4207,-9.72009,-29.7288
10.4639,-9.49836,-29.6804
10.4535,-9.49388,-29.7352
10.4535,-9.44155,-29.7352
10.5515,-9.44155,-29.7538
10.4639,-9.44602,-29.6804
10.5618,-9.44602,-29.6989
10.5167,-9.4853,-29.4013
10.6146,-9.4853,-29.4198
10.5695,-9.48427,-29.1221
10.6674,-9.48427,-29.1407
10.5798,-9.48879,-29.0673
10.6778,-9.48879,-29.0858
10.5515,-9.44155,-29.7538
10.4535,-9.44155,-29.7352
10.5515,-9.49388,-29.7538
10.4535,-9.49388,-29.7352
10.5187,-9.72009,-29.7474
10.4207,-9.72009,-29.7288
10.5187,-10.0824,-29.7474
10.4207,-10.0824,-29.7288
10.4497,-10.3993,-29.7494
10.542,-10.3993,-29.7669
10.5387,-10.6595,-29.7514
10.4535,-10.6595,-29.7352
10.5798,-9.48879,-29.0673
10.6778,-9.48879,-29.0858
10.5798,-9.54113,-29.0673
10.6778,-9.54113,-29.0858
10.6328,-9.76733,-29.084
10.5349,-9.76733,-29.0655
10.5406,-10.1296,-29.0443
10.6385,-10.1296,-29.0628
10.5776,-10.4465,-29.0855
10.6701,-10.4465,-29.1029
10.6635,-10.7067,-29.0831
10.5798,-10.7067,-29.0673
10.5385,-9.38165,-29.8224
10.3434,-9.38165,-29.7855
10.5515,-9.38165,-29.7538
10.3563,-9.38165,-29.7169
10.3667,-9.38612,-29.662
10.5618,-9.38612,-29.6989
10.6146,-9.4254,-29.4198
10.4195,-9.4254,-29.3829
10.6674,-9.42437,-29.1407
10.4723,-9.42437,-29.1038
10.4827,-9.4289,-29.0489
10.6778,-9.4289,-29.0858
10.6908,-9.4289,-29.0172
10.4956,-9.4289,-28.9803
10.3434,-10.7377,-29.7855
10.5385,-10.7377,-29.8224
10.3563,-10.7377,-29.7169
10.5515,-10.7377,-29.7538
10.3667,-10.7422,-29.662
10.5618,-10.7422,-29.6989
10.4195,-10.7624,-29.3829
10.6146,-10.7624,-29.4198
10.4723,-10.7804,-29.1038
10.6674,-10.7804,-29.1407
10.4827,-10.785,-29.0489
10.6778,-10.785,-29.0858
10.4956,-10.785,-28.9803
10.6908,-10.785,-29.0172
10.5385,-9.44155,-29.8224
10.5385,-9.38165,-29.8224
10.5515,-9.44155,-29.7538
10.5515,-9.38165,-29.7538
10.5618,-9.38612,-29.6989
10.5618,-9.44602,-29.6989
10.6146,-9.4254,-29.4198
10.6146,-9.4853,-29.4198
10.6674,-9.48427,-29.1407
10.6674,-9.42437,-29.1407
10.6778,-9.4289,-29.0858
10.6778,-9.48879,-29.0858
10.6908,-9.48879,-29.0172
10.6908,-9.4289,-29.0172
10.6908,-10.785,-29.0172
10.6778,-10.785,-29.0858
10.6908,-10.7141,-29.0172
10.6778,-10.7141,-29.0858
10.6725,-10.7067,-29.0801
10.6908,-10.7067,-29.0172
10.6764,-10.4465,-29.0995
10.6885,-10.4465,-29.0354
10.6385,-10.1296,-29.0628
10.6515,-10.1296,-28.9942
10.6458,-9.76733,-29.0154
10.6328,-9.76733,-29.084
10.6778,-9.54113,-29.0858
10.6908,-9.54113,-29.0172
10.6778,-9.48879,-29.0858
10.6908,-9.48879,-29.0172
10.5385,-10.7377,-29.8224
10.5385,-10.6668,-29.8224
10.5515,-10.7377,-29.7538
10.5515,-10.6668,-29.7538
10.5447,-10.6595,-29.7561
10.5385,-10.6595,-29.8224
10.547,-10.3993,-29.7715
10.5347,-10.3993,-29.8366
10.5057,-10.0824,-29.816
10.5187,-10.0824,-29.7474
10.5057,-9.72009,-29.816
10.5187,-9.72009,-29.7474
10.5515,-9.49388,-29.7538
10.5385,-9.49388,-29.8224
10.5385,-9.44155,-29.8224
10.5515,-9.44155,-29.7538
10.6908,-10.785,-29.0172
10.6908,-10.7141,-29.0172
10.4956,-10.785,-28.9803
10.4956,-10.7141,-28.9803
10.6908,-10.7067,-29.0172
10.4956,-10.7067,-28.9803
10.4934,-10.4465,-28.9985
10.6885,-10.4465,-29.0354
10.6515,-10.1296,-28.9942
10.4564,-10.1296,-28.9573
10.6458,-9.76733,-29.0154
10.4507,-9.76733,-28.9785
10.4956,-9.54113,-28.9803
10.6908,-9.54113,-29.0172
10.6908,-9.48879,-29.0172
10.4956,-9.48879,-28.9803
10.6908,-9.4289,-29.0172
10.4956,-9.4289,-28.9803
10.5385,-10.7377,-29.8224
10.3434,-10.7377,-29.7855
10.5385,-10.6668,-29.8224
10.3396,-10.6668,-29.7997
10.3396,-10.6595,-29.7997
10.5385,-10.6595,-29.8224
10.5347,-10.3993,-29.8366
10.3396,-10.3993,-29.7997
10.5057,-10.0824,-29.816
10.3106,-10.0824,-29.7791
10.3106,-9.72009,-29.7791
10.5057,-9.72009,-29.816
10.3434,-9.49388,-29.7855
10.5385,-9.49388,-29.8224
10.3434,-9.44155,-29.7855
10.5385,-9.44155,-29.8224
10.3434,-9.38165,-29.7855
10.5385,-9.38165,-29.8224
10.608,-10.3293,-30.0431
10.618,-10.3293,-30.0453
10.5731,-10.3293,-30.2076
10.5831,-10.3293,-30.2097
10.5382,-10.3293,-30.372
10.5481,-10.3293,-30.3741
10.5382,-10.3293,-30.372
10.5481,-10.3293,-30.3741
10.5382,-9.75847,-30.372
10.5481,-9.75847,-30.3741
10.5382,-9.18763,-30.372
10.5481,-9.18763,-30.3741
10.5382,-9.18763,-30.372
10.5745,-9.20557,-30.2144
10.5382,-9.75847,-30.372
10.5392,-9.75847,-30.2129
10.5382,-10.3293,-30.372
10.5731,-10.3293,-30.2076
10.583,-9.14877,-30.0018
10.6254,-9.14877,-30.0108
10.5421,-9.16671,-30.2075
10.5845,-9.16671,-30.2165
10.5408,-9.14877,-30.4086
10.4985,-9.14877,-30.3996
10.583,-10.3682,-30.0018
10.5407,-10.3682,-30.2007
10.6254,-10.3682,-30.0108
10.5831,-10.3682,-30.2097
10.4985,-10.3682,-30.3996
10.5408,-10.3682,-30.4086
10.4985,-10.3682,-30.3996
10.4985,-9.75847,-30.3996
10.5408,-10.3682,-30.4086
10.5408,-9.75847,-30.4086
10.4985,-9.14877,-30.3996
10.5408,-9.14877,-30.4086
10.6254,-10.3682,-30.0108
10.618,-10.3293,-30.0453
10.5875,-9.75847,-30.0349
10.5801,-9.75847,-30.0694
10.618,-9.18763,-30.0453
10.6254,-9.14877,-30.0108
10.6254,-9.14877,-30.0108
10.618,-9.18763,-30.0453
10.5845,-9.16671,-30.2165
10.5845,-9.20557,-30.2165
10.5481,-9.18763,-30.3741
10.5408,-9.14877,-30.4086
10.618,-10.3293,-30.0453
10.608,-10.3293,-30.0431
10.5801,-9.75847,-30.0694
10.5679,-9.75847,-30.064
10.608,-9.18763,-30.0431
10.618,-9.18763,-30.0453
10.608,-10.3293,-30.0431
10.5731,-10.3293,-30.2076
10.5679,-9.75847,-30.064
10.5392,-9.75847,-30.2129
10.5745,-9.20557,-30.2144
10.608,-9.18763,-30.0431
10.5408,-9.14877,-30.4086
10.5481,-9.18763,-30.3741
10.5408,-9.75847,-30.4086
10.5481,-9.75847,-30.3741
10.5481,-10.3293,-30.3741
10.5408,-10.3682,-30.4086
10.6254,-9.14877,-30.0108
10.583,-9.14877,-30.0018
10.5875,-9.75847,-30.0349
10.5451,-9.75847,-30.0259
10.583,-10.3682,-30.0018
10.6254,-10.3682,-30.0108
10.5382,-9.18763,-30.372
10.5481,-9.18763,-30.3741
10.5745,-9.20557,-30.2144
10.5845,-9.20557,-30.2165
10.618,-9.18763,-30.0453
10.608,-9.18763,-30.0431
10.5408,-10.3682,-30.4086
10.5481,-10.3293,-30.3741
10.5831,-10.3682,-30.2097
10.5831,-10.3293,-30.2097
10.618,-10.3293,-30.0453
10.6254,-10.3682,-30.0108
10.8449,-10.471,-28.5985
10.8872,-10.471,-28.6075
10.8871,-10.471,-28.3996
10.9295,-10.471,-28.4086
10.8026,-10.471,-28.7974
10.845,-10.471,-28.8064
10.8449,-10.471,-28.5985
10.8872,-10.471,-28.6075
10.9222,-9.29046,-28.4431
10.9122,-9.29046,-28.4409
10.8872,-9.29046,-28.6075
10.8772,-9.29046,-28.6054
10.8523,-9.29046,-28.772
10.8423,-9.29046,-28.7698
10.8871,-9.2516,-28.3996
10.9295,-9.2516,-28.4086
10.8449,-9.2516,-28.5985
10.8872,-9.2516,-28.6075
10.8026,-9.2516,-28.7974
10.845,-9.2516,-28.8064
10.9295,-9.2516,-28.4086
10.8871,-9.2516,-28.3996
10.9309,-9.86129,-28.3713
10.8886,-9.86129,-28.3623
10.8871,-10.471,-28.3996
10.9295,-10.471,-28.4086
10.845,-10.471,-28.8064
10.8026,-10.471,-28.7974
10.8271,-9.84199,-28.778
10.7847,-9.84199,-28.769
10.8026,-9.2516,-28.7974
10.845,-9.2516,-28.8064
10.9295,-9.2516,-28.4086
10.9222,-9.29046,-28.4431
10.8872,-9.2516,-28.6075
10.8872,-9.29046,-28.6075
10.8523,-9.29046,-28.772
10.845,-9.2516,-28.8064
10.9222,-10.4321,-28.4431
10.9122,-10.4321,-28.4409
10.9236,-9.86129,-28.4057
10.9136,-9.86129,-28.4036
10.9122,-9.29046,-28.4409
10.9222,-9.29046,-28.4431
10.9295,-10.471,-28.4086
10.9222,-10.4321,-28.4431
10.9309,-9.86129,-28.3713
10.9236,-9.86129,-28.4057
10.9222,-9.29046,-28.4431
10.9295,-9.2516,-28.4086
10.8523,-9.29046,-28.772
10.8423,-9.29046,-28.7698
10.8344,-9.84199,-28.7435
10.8244,-9.84199,-28.7414
10.8423,-10.4321,-28.7698
10.8523,-10.4321,-28.772
10.845,-9.2516,-28.8064
10.8523,-9.29046,-28.772
10.8271,-9.84199,-28.778
10.8344,-9.84199,-28.7435
10.8523,-10.4321,-28.772
10.845,-10.471,-28.8064
10.8523,-10.4321,-28.772
10.8423,-10.4321,-28.7698
10.8872,-10.4321,-28.6075
10.8772,-10.4321,-28.6054
10.9122,-10.4321,-28.4409
10.9222,-10.4321,-28.4431
10.845,-10.471,-28.8064
10.8523,-10.4321,-28.772
10.8872,-10.471,-28.6075
10.8872,-10.4321,-28.6075
10.9222,-10.4321,-28.4431
10.9295,-10.471,-28.4086
10.8423,-9.29046,-28.7698
10.8772,-9.29046,-28.6054
10.8244,-9.84199,-28.7414
10.8787,-9.86129,-28.568
10.8423,-10.4321,-28.7698
10.8772,-10.4321,-28.6054
10.9122,-10.4321,-28.4409
10.9136,-9.86129,-28.4036
10.9122,-9.29046,-28.4409
10.7503,-9.16854,-29.9666
10.7605,-9.17263,-29.9583
10.7499,-9.23557,-29.9721
10.7595,-9.23318,-29.9632
10.9482,-9.31961,-28.9697
10.9558,-9.31552,-28.9816
10.9491,-9.25258,-28.9643
10.9567,-9.25497,-28.9767
10.8497,-9.22964,-29.4654
10.7678,-9.22964,-29.4491
10.9491,-9.25258,-28.9643
10.8676,-9.25258,-28.948
10.786,-9.25258,-28.9317
10.6859,-9.22964,-29.4327
10.5857,-9.16854,-29.9337
10.668,-9.16854,-29.9501
10.7503,-9.16854,-29.9666
10.786,-9.25258,-28.9317
10.785,-9.31961,-28.9371
10.8676,-9.25258,-28.948
10.8666,-9.31961,-28.9534
10.9491,-9.25258,-28.9643
10.9482,-9.31961,-28.9697
10.9567,-9.25497,-28.9767
10.9558,-9.31552,-28.9816
10.8586,-9.23288,-29.4675
10.8576,-9.29343,-29.4724
10.7595,-9.23318,-29.9632
10.7605,-9.17263,-29.9583
10.5857,-9.16854,-29.9337
10.668,-9.16854,-29.9501
10.5846,-9.23557,-29.9391
10.6672,-9.23557,-29.9556
10.7503,-9.16854,-29.9666
10.7499,-9.23557,-29.9721
10.9491,-9.25258,-28.9643
10.9567,-9.25497,-28.9767
10.8497,-9.22964,-29.4654
10.8586,-9.23288,-29.4675
10.7605,-9.17263,-29.9583
10.7503,-9.16854,-29.9666
10.785,-9.31961,-28.9371
10.6848,-9.29667,-29.4381
10.8666,-9.31961,-28.9534
10.7712,-9.29667,-29.4554
10.9482,-9.31961,-28.9697
10.9558,-9.31552,-28.9816
10.8576,-9.29343,-29.4724
10.7595,-9.23318,-29.9632
10.7499,-9.23557,-29.9721
10.6672,-9.23557,-29.9556
10.5846,-9.23557,-29.9391
10.5087,-10.7344,-29.8025
10.5788,-10.758,-29.4365
10.6221,-10.7344,-29.8243
10.7038,-10.7619,-29.398
10.6587,-10.7848,-29.0196
10.7721,-10.7848,-29.0414
11.4075,-5.5413,-30.3588
11.4622,-5.33695,-30.3221
11.8059,-5.41442,-29.6808
11.8066,-5.19998,-29.6767
11.8598,-5.5614,-29.2087
11.788,-5.73669,-29.1378
11.1159,-5.47295,-30.3049
11.4075,-5.5413,-30.3588
11.5071,-5.41446,-29.6228
11.8059,-5.41442,-29.6808
11.788,-5.73669,-29.1378
11.516,-5.5567,-28.9682
11.4075,-5.5413,-30.3588
11.1159,-5.47295,-30.3049
11.4622,-5.33695,-30.3221
11.1706,-5.2686,-30.2682
10.4718,-5.32197,-30.186
10.5265,-5.11763,-30.1493
10.8686,-10.7853,-29.0512
10.8612,-10.7848,-29.0585
10.8588,-10.4798,-29.0774
10.6879,-10.4168,-29.9568
10.698,-10.7284,-29.936
10.6918,-10.728,-29.942
10.8811,-10.7915,-28.9545
10.8854,-10.7909,-28.9638
10.8783,-10.4702,-28.9755
10.7148,-10.734,-29.8486
10.7075,-10.4238,-29.8542
10.7111,-10.7344,-29.8413
10.8706,-10.5924,-28.5297
10.8704,-10.5923,-28.5306
10.8715,-10.5422,-28.5093
10.9359,-10.8398,-28.1872
10.8951,-10.8261,-28.3996
10.9359,-10.7203,-28.1872
10.899,-10.6872,-28.3911
10.9359,-10.6098,-28.1872
10.9003,-10.6431,-28.3933
10.9,-10.5986,-28.3756
10.9001,-10.5863,-28.3742
10.9359,-10.038,-28.1872
10.9088,-9.86006,-28.2947
10.887,-10.5501,-28.444
10.8561,-9.8613,-28.5041
10.7455,-9.86392,-28.9437
10.7893,-10.4759,-28.9583
10.7901,-10.5643,-28.9525
10.8667,-10.6836,-28.5495
10.7908,-10.6432,-28.9472
10.7921,-10.7915,-28.9374
10.8926,-10.6868,-28.416
10.8707,-10.8179,-28.5271
10.8713,-10.7147,-28.5254
10.5696,-9.76425,-29.9204
10.6022,-9.23438,-29.9279
10.6587,-9.75961,-29.9375
10.6912,-9.23438,-29.9449
10.8434,-6.49139,-30.4878
10.2036,-6.34141,-30.3697
11.1159,-5.47295,-30.3049
10.4761,-5.32297,-30.1868
10.6975,-9.2929,-29.4305
10.6232,-9.24309,-29.818
10.6955,-8.94066,-29.441
10.6022,-9.23438,-29.9279
10.6028,-10.728,-29.9249
10.4942,-10.6915,-30.491
10.5988,-10.4215,-29.9397
10.4942,-10.369,-30.491
10.4942,-9.85002,-30.491
10.5696,-9.76425,-29.9204
10.4942,-9.21434,-30.491
10.602,-8.87256,-29.9287
10.5448,-7.57731,-29.358
10.7914,-8.94371,-28.941
10.9791,-7.64911,-28.2794
10.9359,-8.50544,-28.1872
10.9359,-8.60278,-28.1872
10.9359,-8.6998,-28.1872
10.9359,-9.19057,-28.1872
10.4942,-9.13915,-30.491
10.4942,-8.87616,-30.491
10.4942,-8.50304,-30.491
10.4942,-8.12503,-30.491
10.4942,-7.51257,-30.491
10.7076,-6.48317,-29.378
11.2026,-6.63104,-28.4946
11.516,-5.5567,-28.9682
11.5071,-5.41446,-29.6228
11.1159,-5.47295,-30.3049
10.8434,-6.49139,-30.4878
10.9088,-9.86006,-28.2947
10.8561,-9.8613,-28.5041
10.7896,-9.31189,-28.9504
10.7455,-9.86392,-28.9437
10.9359,-10.038,-28.1872
10.9359,-9.19057,-28.1872
10.7914,-8.94371,-28.941
10.7896,-9.31189,-28.9504
10.7714,-9.30438,-29.0451
10.7914,-8.94371,-28.941
10.6975,-9.2929,-29.4305
10.6955,-8.94066,-29.441
10.6028,-10.728,-29.9249
10.5988,-10.4215,-29.9397
10.6918,-10.728,-29.942
10.6879,-10.4168,-29.9568
10.5696,-9.76425,-29.9204
10.6587,-9.75961,-29.9375
10.7122,-9.38297,-29.8357
10.786,-9.4292,-29.4504
10.5097,-9.38297,-29.7969
10.5837,-9.42924,-29.4111
10.8605,-9.4375,-29.0619
10.6581,-9.4375,-29.0231
10.7122,-9.38297,-29.8357
10.5097,-9.38297,-29.7969
10.6791,-9.77057,-29.8309
10.4767,-9.77756,-29.7921
10.5051,-10.4326,-29.8155
10.7075,-10.4238,-29.8542
10.7111,-10.7344,-29.8413
10.6221,-10.7344,-29.8243
10.5087,-10.7344,-29.8025
10.6587,-10.7848,-29.0196
10.6564,-10.4886,-29.0386
10.7721,-10.7848,-29.0414
10.8612,-10.7848,-29.0585
10.8588,-10.4798,-29.0774
10.8158,-9.85701,-29.059
10.6133,-9.87637,-29.0201
10.6581,-9.4375,-29.0231
10.8605,-9.4375,-29.0619
10.6912,-9.23438,-29.9449
10.7123,-9.24309,-29.8351
10.6587,-9.75961,-29.9375
10.7122,-9.38297,-29.8357
10.6791,-9.77057,-29.8309
10.6879,-10.4168,-29.9568
10.7075,-10.4238,-29.8542
10.698,-10.7284,-29.936
10.7148,-10.734,-29.8486
10.7865,-9.29288,-29.4478
10.786,-9.4292,-29.4504
10.8605,-9.30438,-29.0622
10.8605,-9.4375,-29.0619
10.8786,-9.31189,-28.9674
10.8346,-9.85795,-28.9608
10.8158,-9.85701,-29.059
10.8783,-10.4702,-28.9755
10.8588,-10.4798,-29.0774
10.8686,-10.7853,-29.0512
10.8854,-10.7909,-28.9638
10.8786,-9.31189,-28.9674
10.7896,-9.31189,-28.9504
10.8346,-9.85795,-28.9608
10.7455,-9.86392,-28.9437
10.7893,-10.4759,-28.9583
10.8783,-10.4702,-28.9755
10.8811,-10.7915,-28.9545
10.7901,-10.5643,-28.9525
10.7908,-10.6432,-28.9472
10.7921,-10.7915,-28.9374
10.7896,-9.31189,-28.9504
10.8786,-9.31189,-28.9674
10.7714,-9.30438,-29.0451
10.8605,-9.30438,-29.0622
10.6975,-9.2929,-29.4305
10.7865,-9.29288,-29.4478
10.6232,-9.24309,-29.818
10.7123,-9.24309,-29.8351
10.6912,-9.23438,-29.9449
10.6022,-9.23438,-29.9279
10.8302,-10.601,-28.5149
10.8706,-10.5924,-28.5297
10.8442,-10.5527,-28.4945
10.8715,-10.5422,-28.5093
10.887,-10.5501,-28.444
10.9001,-10.5863,-28.3742
10.8578,-10.5574,-28.425
10.8629,-10.5925,-28.3655
10.8713,-10.7147,-28.5254
10.8667,-10.6836,-28.5495
10.8153,-10.7018,-28.5149
10.8183,-10.6705,-28.539
10.8302,-10.601,-28.5149
10.8302,-10.6004,-28.5158
10.8706,-10.5924,-28.5297
10.8704,-10.5923,-28.5306
10.8667,-10.6836,-28.5495
10.8704,-10.5923,-28.5306
10.8183,-10.6705,-28.539
10.8302,-10.6004,-28.5158
10.8578,-10.5574,-28.425
10.8442,-10.5527,-28.4945
10.887,-10.5501,-28.444
10.8715,-10.5422,-28.5093
10.8713,-10.7147,-28.5254
10.8153,-10.7018,-28.5149
10.8926,-10.6868,-28.416
10.8404,-10.6792,-28.4055
10.8457,-10.6812,-28.3807
10.899,-10.6872,-28.3911
10.9001,-10.5863,-28.3742
10.9,-10.5986,-28.3756
10.8629,-10.5925,-28.3655
10.8599,-10.6038,-28.3668
10.8568,-10.6385,-28.3828
10.9003,-10.6431,-28.3933
10.899,-10.6872,-28.3911
10.8457,-10.6812,-28.3807
10.8578,-10.5574,-28.425
10.8629,-10.5925,-28.3655
10.8442,-10.5527,-28.4945
10.8599,-10.6038,-28.3668
10.8302,-10.601,-28.5149
10.8568,-10.6385,-28.3828
10.8404,-10.6792,-28.4055
10.8457,-10.6812,-28.3807
10.8302,-10.6004,-28.5158
10.8183,-10.6705,-28.539
10.8223,-10.674,-28.5144
10.8153,-10.7018,-28.5149
10.957,-9.36051,-29.0064
