X,Y,Z
19.2171,-8.33408,-33.3072
19.4053,-9.55272,-33.3426
19.4054,-9.58138,-33.3424
19.5632,-9.58107,-33.376
19.5631,-9.55242,-33.3763
19.5909,-9.58102,-33.381
19.5908,-9.55237,-33.3813
19.5885,-8.94292,-33.3738
19.6161,-8.94287,-33.3787
19.5881,-8.33336,-33.3739
19.5604,-8.33342,-33.3689
19.588,-8.30471,-33.3741
19.5603,-8.30476,-33.3692
19.4098,-8.32774,-33.3428
19.4099,-8.35639,-33.3426
19.2446,-8.30537,-33.3125
19.217,-8.30542,-33.3075
19.1949,-8.30661,-33.4304
19.217,-8.30542,-33.3075
19.2225,-8.30656,-33.4354
19.2446,-8.30537,-33.3125
19.4098,-8.32774,-33.3428
19.3877,-8.32893,-33.4658
19.5382,-8.30595,-33.4921
19.5603,-8.30476,-33.3692
19.588,-8.30471,-33.3741
19.5659,-8.3059,-33.4971
19.1978,-9.58292,-33.4241
19.2199,-9.58173,-33.3106
19.1977,-9.55427,-33.4243
19.2198,-9.55308,-33.3109
19.2451,-8.94358,-33.3121
19.2231,-8.94477,-33.4351
19.195,-8.33526,-33.4302
19.2171,-8.33408,-33.3072
19.217,-8.30542,-33.3075
19.1949,-8.30661,-33.4304
19.1978,-9.58292,-33.4241
19.2254,-9.58287,-33.4291
19.2199,-9.58173,-33.3106
19.2475,-9.58168,-33.3156
19.3833,-9.58256,-33.4574
19.4054,-9.58138,-33.3424
19.5632,-9.58107,-33.376
19.5411,-9.58226,-33.4858
19.5688,-9.58221,-33.4907
19.5909,-9.58102,-33.381
19.5659,-8.3059,-33.4971
19.588,-8.30471,-33.3741
19.566,-8.33455,-33.4968
19.5881,-8.33336,-33.3739
19.6161,-8.94287,-33.3787
19.5941,-8.94405,-33.5017
19.5908,-9.55237,-33.3813
19.5687,-9.55356,-33.491
19.5909,-9.58102,-33.381
19.5688,-9.58221,-33.4907
19.5604,-8.33342,-33.3689
19.4099,-8.35639,-33.3426
19.5885,-8.94292,-33.3738
19.4306,-8.94322,-33.3454
19.5631,-9.55242,-33.3763
19.4053,-9.55272,-33.3426
19.2474,-9.55303,-33.3159
19.4053,-9.55272,-33.3426
19.2728,-8.94353,-33.3171
19.4306,-8.94322,-33.3454
19.4099,-8.35639,-33.3426
19.2447,-8.33402,-33.3122
20.2248,-7.90295,-32.702
19.9897,-7.93845,-33.5336
19.6094,-8.12357,-32.514
19.3531,-8.09566,-33.4987
18.8968,-8.20209,-32.3035
18.6943,-8.11706,-33.3989
18.3455,-8.10919,-33.3627
18.546,-8.16236,-32.2126
17.9879,-8.24362,-32.2361
17.9637,-8.15016,-33.2668
17.49,-8.1055,-33.0513
17.5248,-8.21035,-32.2344
19.368,-8.1562,-33.5205
19.9513,-8.01696,-33.5525
19.6134,-8.18455,-32.5838
20.2095,-8.01073,-32.7411
19.323,-8.1725,-33.5137
19.5757,-8.2297,-32.5623
18.7093,-8.1776,-33.4207
18.9046,-8.24201,-32.3668
18.5181,-8.21275,-32.2811
18.3251,-8.18094,-33.3883
17.5656,-8.28251,-32.2916
17.546,-8.17337,-33.1061
17.9406,-8.28696,-32.3042
17.9179,-8.2092,-33.2876
18.2801,-8.15609,-33.3771
18.4657,-8.17153,-32.3327
19.9513,-8.10497,-33.5525
20.2187,-8.07567,-32.7127
20.2095,-8.09873,-32.7411
18.5181,-8.21275,-32.2811
17.9406,-8.28696,-32.3042
18.4657,-8.17153,-32.3327
18.5181,-8.21275,-32.2811
18.9046,-8.24201,-32.3668
18.5181,-8.30075,-32.2811
18.9046,-8.33001,-32.3668
20.2095,-8.01073,-32.7411
19.9513,-8.01696,-33.5525
20.2095,-8.09873,-32.7411
19.9513,-8.10497,-33.5525
17.5656,-8.37051,-32.2916
17.5451,-8.26124,-33.111
17.5656,-8.28251,-32.2916
17.546,-8.17337,-33.1061
18.5181,-8.27739,-32.2811
18.4657,-8.23617,-32.3327
18.3251,-8.24559,-33.3883
18.2801,-8.22074,-33.3771
19.5757,-8.25269,-32.5622
19.323,-8.23714,-33.5137
19.6134,-8.24919,-32.5838
19.368,-8.22084,-33.5205
18.2801,-8.15609,-33.3771
18.2801,-8.22074,-33.3771
18.4657,-8.17153,-32.3327
18.4657,-8.23617,-32.3327
18.3251,-8.18094,-33.3883
18.5181,-8.21275,-32.2811
18.3251,-8.24559,-33.3883
18.5181,-8.27739,-32.2811
19.323,-8.1725,-33.5137
19.323,-8.23714,-33.5137
19.5757,-8.2297,-32.5623
19.5757,-8.25269,-32.5622
19.368,-8.1562,-33.5205
19.6134,-8.18455,-32.5838
19.368,-8.22084,-33.5205
19.6134,-8.24919,-32.5838
20.0046,-8.08699,-33.5554
20.2397,-8.05149,-32.7238
19.9513,-8.10497,-33.5525
20.2187,-8.07567,-32.7127
17.5451,-8.26124,-33.111
17.5656,-8.37051,-32.2916
17.4987,-8.23116,-33.0897
17.5242,-8.34211,-32.2933
18.9118,-8.35064,-32.3253
18.9046,-8.33001,-32.3668
19.6243,-8.27211,-32.5358
19.6134,-8.27255,-32.5838
20.2095,-8.09873,-32.7411
20.2187,-8.07567,-32.7127
18.5181,-8.21275,-32.2811
18.5181,-8.30075,-32.2811
17.9406,-8.28696,-32.3042
17.9406,-8.37497,-32.3042
17.5656,-8.37051,-32.2916
17.5656,-8.28251,-32.2916
20.2095,-8.01073,-32.7411
20.2095,-8.09873,-32.7411
19.6134,-8.18455,-32.5838
19.6134,-8.27255,-32.5838
19.5757,-8.2297,-32.5623
18.9046,-8.33001,-32.3668
18.9046,-8.24201,-32.3668
17.5242,-8.34211,-32.2933
17.5656,-8.37051,-32.2916
17.5248,-8.36338,-32.2344
17.9406,-8.37497,-32.3042
17.942,-8.39067,-32.2569
18.5181,-8.30075,-32.2811
18.5256,-8.32212,-32.2381
18.9118,-8.35064,-32.3253
18.9046,-8.33001,-32.3668
17.5248,-8.27537,-32.2344
17.5248,-8.21035,-32.2344
17.49,-8.1433,-33.0513
17.49,-8.1055,-33.0513
17.5248,-8.36338,-32.2344
17.5248,-8.27537,-32.2344
17.5242,-8.34211,-32.2933
17.49,-8.1433,-33.0513
17.4987,-8.23116,-33.0897
20.2248,-7.90295,-32.702
20.2397,-7.96349,-32.7238
19.9897,-7.93845,-33.5336
20.0046,-7.99899,-33.5554
20.2397,-8.05149,-32.7238
20.0046,-8.08699,-33.5554
17.9879,-8.24362,-32.2361
18.5256,-8.23412,-32.2381
18.546,-8.16236,-32.2126
18.8968,-8.20209,-32.3035
18.9118,-8.26263,-32.3253
19.6094,-8.12357,-32.514
19.6243,-8.18411,-32.5358
20.2187,-7.98767,-32.7127
20.2248,-7.90295,-32.702
20.2397,-7.96349,-32.7238
20.2397,-8.05149,-32.7238
20.2187,-8.07567,-32.7127
19.6243,-8.27211,-32.5358
18.9118,-8.35064,-32.3253
18.5256,-8.32212,-32.2381
17.942,-8.30267,-32.2569
17.5248,-8.21035,-32.2344
17.5248,-8.27537,-32.2344
17.5248,-8.36338,-32.2344
17.942,-8.39067,-32.2569
17.6501,-9.54237,-32.2416
17.6477,-9.54231,-32.2568
17.6645,-9.54227,-32.2438
17.6622,-9.54221,-32.259
17.6528,-8.36893,-32.2519
17.6551,-8.36899,-32.2367
17.6968,-8.58102,-32.2541
17.6991,-8.58108,-32.2389
17.7005,-8.98826,-32.2261
17.7028,-8.98831,-32.2109
17.6374,-9.45267,-32.2433
17.6351,-9.45261,-32.2585
17.6622,-9.54221,-32.259
17.6645,-9.54227,-32.2438
17.6384,-8.36903,-32.2496
17.6528,-8.36893,-32.2519
17.6824,-8.58112,-32.2519
17.6968,-8.58102,-32.2541
17.7005,-8.98826,-32.2261
17.6861,-8.98836,-32.2238
17.6351,-9.45261,-32.2585
17.6207,-9.45271,-32.2563
17.6477,-9.54231,-32.2568
17.6622,-9.54221,-32.259
17.6407,-8.36909,-32.2345
17.6847,-8.58118,-32.2367
17.6551,-8.36899,-32.2367
17.6991,-8.58108,-32.2389
17.7028,-8.98831,-32.2109
17.6884,-8.98841,-32.2087
17.6374,-9.45267,-32.2433
17.623,-9.45277,-32.2411
17.6501,-9.54237,-32.2416
17.6645,-9.54227,-32.2438
17.6384,-8.36903,-32.2496
17.6824,-8.58112,-32.2519
17.6407,-8.36909,-32.2345
17.6847,-8.58118,-32.2367
17.6861,-8.98836,-32.2238
17.6884,-8.98841,-32.2087
17.623,-9.45277,-32.2411
17.6207,-9.45271,-32.2563
17.6477,-9.54231,-32.2568
17.6501,-9.54237,-32.2416
19.0256,-9.82232,-32.5634
19.0111,-9.82242,-32.5612
19.0232,-9.82226,-32.5786
19.0088,-9.82236,-32.5764
18.7795,-8.31639,-32.3024
18.7772,-8.31633,-32.3176
19.0076,-9.15468,-32.3672
19.0053,-9.15462,-32.3824
19.0106,-9.70803,-32.528
19.0082,-9.70797,-32.5432
19.0111,-9.82242,-32.5612
19.0088,-9.82236,-32.5764
18.7772,-8.31633,-32.3176
18.7916,-8.31623,-32.3198
19.0053,-9.15462,-32.3824
19.0197,-9.15452,-32.3846
19.0082,-9.70797,-32.5432
19.0227,-9.70787,-32.5454
19.0088,-9.82236,-32.5764
19.0232,-9.82226,-32.5786
18.7795,-8.31639,-32.3024
19.0076,-9.15468,-32.3672
18.7939,-8.31629,-32.3046
19.0221,-9.15458,-32.3694
19.0106,-9.70803,-32.528
19.025,-9.70792,-32.5302
19.0111,-9.82242,-32.5612
19.0256,-9.82232,-32.5634
18.7939,-8.31629,-32.3046
19.0221,-9.15458,-32.3694
18.7916,-8.31623,-32.3198
19.0197,-9.15452,-32.3846
19.025,-9.70792,-32.5302
19.0227,-9.70787,-32.5454
19.0256,-9.82232,-32.5634
19.0232,-9.82226,-32.5786
19.1242,-9.78788,-32.5784
19.1098,-9.78798,-32.5762
19.1219,-9.78782,-32.5936
19.1074,-9.78792,-32.5914
18.9573,-8.30829,-32.3448
18.9428,-8.30839,-32.3425
18.9078,-9.02272,-32.4557
18.8934,-9.02282,-32.4535
19.0635,-9.60936,-32.5757
19.0779,-9.60925,-32.5779
19.1098,-9.78798,-32.5762
19.1242,-9.78788,-32.5784
18.9428,-8.30839,-32.3425
18.9405,-8.30833,-32.3577
18.8934,-9.02282,-32.4535
18.8911,-9.02276,-32.4687
19.0635,-9.60936,-32.5757
19.0611,-9.6093,-32.5909
19.1074,-9.78792,-32.5914
19.1098,-9.78798,-32.5762
19.1242,-9.78788,-32.5784
19.1219,-9.78782,-32.5936
19.0779,-9.60925,-32.5779
19.0755,-9.6092,-32.5931
18.9055,-9.02266,-32.4709
18.9078,-9.02272,-32.4557
18.9549,-8.30823,-32.3599
18.9573,-8.30829,-32.3448
19.1219,-9.78782,-32.5936
19.1074,-9.78792,-32.5914
19.0755,-9.6092,-32.5931
19.0611,-9.6093,-32.5909
18.9055,-9.02266,-32.4709
18.8911,-9.02276,-32.4687
18.9405,-8.30833,-32.3577
18.9549,-8.30823,-32.3599
20.0793,-8.09241,-32.7248
20.0924,-8.08629,-32.7268
20.0786,-8.09573,-32.7398
20.0917,-8.08961,-32.7418
20.6064,-9.00953,-32.7044
20.5933,-9.01565,-32.7025
20.6057,-9.01285,-32.7194
20.5926,-9.01897,-32.7174
20.0793,-8.09241,-32.7248
20.0786,-8.09573,-32.7398
20.1537,-8.25663,-32.7014
20.153,-8.25995,-32.7163
20.3348,-8.65675,-32.7439
20.3341,-8.66008,-32.7589
20.554,-8.93666,-32.7181
20.5533,-8.93998,-32.7331
20.5933,-9.01565,-32.7025
20.5926,-9.01897,-32.7174
20.6064,-9.00953,-32.7044
20.6057,-9.01285,-32.7194
20.5671,-8.93054,-32.7201
20.5664,-8.93386,-32.7351
20.3472,-8.65395,-32.7609
20.3479,-8.65063,-32.7459
20.1661,-8.25383,-32.7183
20.1668,-8.25051,-32.7033
20.0917,-8.08961,-32.7418
20.0924,-8.08629,-32.7268
20.0924,-8.08629,-32.7268
20.0793,-8.09241,-32.7248
20.1668,-8.25051,-32.7033
20.1537,-8.25663,-32.7014
20.3348,-8.65675,-32.7439
20.3479,-8.65063,-32.7459
20.554,-8.93666,-32.7181
20.5671,-8.93054,-32.7201
20.6064,-9.00953,-32.7044
20.5933,-9.01565,-32.7025
20.0917,-8.08961,-32.7418
20.1661,-8.25383,-32.7183
20.0786,-8.09573,-32.7398
20.153,-8.25995,-32.7163
20.3341,-8.66008,-32.7589
20.3472,-8.65395,-32.7609
20.5533,-8.93998,-32.7331
20.5664,-8.93386,-32.7351
20.6057,-9.01285,-32.7194
20.5926,-9.01897,-32.7174
17.5531,-9.54286,-32.2003
17.4169,-9.54286,-33.0914
17.5531,-9.57156,-32.2003
17.4169,-9.56028,-33.0914
20.943,-9.12706,-33.2338
20.9394,-9.09327,-33.235
20.9573,-9.13327,-33.1434
20.9537,-9.10482,-33.1446
20.943,-9.12706,-33.2338
20.9573,-9.13327,-33.1434
20.6283,-9.19856,-32.7279
20.6338,-9.19578,-32.6624
20.9573,-9.13327,-33.1434
20.9537,-9.10482,-33.1446
20.6338,-9.19578,-32.6624
20.6372,-9.16367,-32.6643
20.1378,-9.12514,-33.5557
20.0701,-9.14107,-33.5039
20.6124,-9.07764,-33.3597
20.6372,-9.16367,-32.6643
20.9537,-9.10482,-33.1446
20.9394,-9.09327,-33.235
20.6372,-9.16367,-32.6643
20.0701,-9.14107,-33.5039
19.8521,-9.45849,-32.5149
19.6317,-9.33967,-33.4097
18.9925,-9.82433,-32.5521
18.8763,-9.70182,-33.2933
18.4496,-9.75617,-33.1893
18.5853,-9.81993,-32.4489
18.0505,-9.61545,-33.1035
18.1842,-9.62706,-32.3012
17.5531,-9.54286,-32.2003
17.4169,-9.54286,-33.0914
17.5531,-9.54286,-32.2003
17.5531,-9.57156,-32.2003
18.1842,-9.62706,-32.3012
18.1785,-9.65501,-32.298
18.5853,-9.81993,-32.4489
18.5796,-9.84788,-32.4458
18.9961,-9.85279,-32.551
18.9925,-9.82433,-32.5521
19.8557,-9.48694,-32.5138
19.8521,-9.45849,-32.5149
20.6338,-9.19578,-32.6624
20.6372,-9.16367,-32.6643
20.6283,-9.19856,-32.7279
20.6338,-9.19578,-32.6624
19.8475,-9.49063,-32.579
19.8557,-9.48694,-32.5138
18.9961,-9.85279,-32.551
18.9873,-9.85707,-32.6034
18.567,-9.85191,-32.5101
18.5796,-9.84788,-32.4458
18.1638,-9.65792,-32.3621
18.1785,-9.65501,-32.298
17.5902,-9.57156,-32.2726
17.5531,-9.57156,-32.2003
17.4169,-9.56028,-33.0914
17.4639,-9.56028,-33.0986
18.1386,-9.7457,-32.4024
18.1909,-9.76714,-32.4161
18.5497,-9.93576,-32.5007
20.9538,-9.2071,-33.2301
20.8825,-9.18226,-33.2061
20.1367,-9.2381,-33.5547
20.1307,-9.22401,-33.5144
19.8991,-9.5604,-32.6379
19.8502,-9.57928,-32.6322
19.7029,-9.43159,-33.4148
19.6461,-9.45349,-33.4052
18.1386,-9.7457,-32.4024
18.0275,-9.77289,-33.091
18.1909,-9.76714,-32.4161
18.0726,-9.7914,-33.1028
19.8502,-9.57928,-32.6322
19.8502,-9.4956,-32.6322
19.6461,-9.45349,-33.4052
19.6461,-9.36981,-33.4052
18.0726,-9.7914,-33.1028
18.0726,-9.70771,-33.1028
18.1909,-9.76714,-32.4161
18.1909,-9.68346,-32.4161
18.0275,-9.77289,-33.091
18.1386,-9.7457,-32.4024
18.0275,-9.68921,-33.091
18.1386,-9.66201,-32.4024
17.5001,-9.57399,-33.1042
17.6352,-9.57399,-32.3253
17.5105,-9.65768,-33.0605
17.6352,-9.65768,-32.3253
17.6352,-9.57399,-32.3253
18.1386,-9.66201,-32.4024
17.6352,-9.65768,-32.3253
18.1386,-9.7457,-32.4024
19.8991,-9.5604,-32.6379
19.7029,-9.43159,-33.4148
19.8991,-9.47671,-32.6379
19.7029,-9.34791,-33.4148
20.5805,-9.20852,-32.7926
20.571,-9.29736,-32.7914
19.8991,-9.47671,-32.6379
19.8991,-9.5604,-32.6379
20.8815,-9.11952,-33.2069
20.1307,-9.16186,-33.5144
20.8825,-9.18226,-33.2061
20.1307,-9.22401,-33.5144
20.9538,-9.2071,-33.2301
20.6186,-9.29191,-32.7221
20.8825,-9.18226,-33.2061
20.571,-9.29736,-32.7914
20.571,-9.29736,-32.7914
20.5805,-9.20852,-32.7926
20.8825,-9.18226,-33.2061
20.8815,-9.11952,-33.2069
17.4639,-9.65768,-33.0986
17.5105,-9.65768,-33.0605
17.5902,-9.65768,-32.2726
17.6352,-9.65768,-32.3253
17.6429,-9.65768,-32.2807
18.5497,-9.93576,-32.5007
18.1466,-9.74178,-32.3527
18.1386,-9.7457,-32.4024
17.6429,-9.65768,-32.2807
17.6352,-9.65768,-32.3253
18.1909,-9.76714,-32.4161
18.5417,-9.9397,-32.5507
18.9981,-9.94244,-32.6127
18.9908,-9.94537,-32.6505
19.8502,-9.57928,-32.6322
19.8583,-9.576,-32.5756
19.8991,-9.5604,-32.6379
20.571,-9.29736,-32.7914
20.6186,-9.29191,-32.7221
19.8502,-9.4956,-32.6322
19.8502,-9.57928,-32.6322
18.9908,-9.86169,-32.6505
18.9908,-9.94537,-32.6505
18.5417,-9.9397,-32.5507
18.5417,-9.85602,-32.5507
18.1909,-9.76714,-32.4161
18.1909,-9.68346,-32.4161
17.5001,-9.57399,-33.1042
18.0275,-9.68921,-33.091
17.6352,-9.57399,-32.3253
18.1386,-9.66201,-32.4024
20.5805,-9.20852,-32.7926
19.8991,-9.47671,-32.6379
20.0579,-9.18632,-33.5108
19.7029,-9.34791,-33.4148
20.8815,-9.11952,-33.2069
20.5805,-9.20852,-32.7926
20.1307,-9.16186,-33.5144
20.0579,-9.18632,-33.5108
18.1909,-9.68346,-32.4161
18.0726,-9.70771,-33.1028
18.5417,-9.85602,-32.5507
18.4267,-9.8803,-33.1768
18.9908,-9.86169,-32.6505
18.8907,-9.77144,-33.2888
19.6461,-9.36981,-33.4052
19.8502,-9.4956,-32.6322
20.9538,-9.2071,-33.2301
20.1367,-9.2381,-33.5547
20.943,-9.12706,-33.2338
20.1378,-9.12514,-33.5557
17.5902,-9.65768,-32.2726
17.5902,-9.57156,-32.2726
17.4639,-9.65768,-33.0986
17.4639,-9.56028,-33.0986
20.6186,-9.29191,-32.7221
20.9538,-9.2071,-33.2301
20.6283,-9.19856,-32.7279
20.943,-9.12706,-33.2338
17.5902,-9.65768,-32.2726
17.6429,-9.65768,-32.2807
17.5902,-9.57156,-32.2726
18.1466,-9.74178,-32.3527
18.1638,-9.65792,-32.3621
18.567,-9.85191,-32.5101
18.5497,-9.93576,-32.5007
18.9981,-9.94244,-32.6127
18.9873,-9.85707,-32.6034
19.8583,-9.576,-32.5756
19.8475,-9.49063,-32.579
20.6186,-9.29191,-32.7221
20.6283,-9.19856,-32.7279
20.1455,-8.071,-32.8375
20.1586,-8.06488,-32.8394
20.1448,-8.07432,-32.8524
20.1579,-8.0682,-32.8544
20.8107,-8.93234,-32.9678
20.8034,-8.94393,-32.9629
20.8032,-8.93326,-32.9812
20.7959,-8.94485,-32.9763
20.1455,-8.071,-32.8375
20.1448,-8.07432,-32.8524
20.2065,-8.21684,-32.8512
20.2058,-8.22017,-32.8661
20.4277,-8.62958,-32.8459
20.427,-8.6329,-32.8609
20.4277,-8.62958,-32.8459
20.427,-8.6329,-32.8609
20.7584,-8.90361,-32.9418
20.7546,-8.90322,-32.9567
20.8034,-8.94393,-32.9629
20.7959,-8.94485,-32.9763
20.1586,-8.06488,-32.8394
20.2196,-8.21073,-32.8531
20.1579,-8.0682,-32.8544
20.2189,-8.21405,-32.8681
20.4408,-8.62346,-32.8479
20.4401,-8.62678,-32.8629
20.4408,-8.62346,-32.8479
20.7634,-8.88993,-32.9427
20.4401,-8.62678,-32.8629
20.7596,-8.88953,-32.9576
20.8107,-8.93234,-32.9678
20.8032,-8.93326,-32.9812
20.1586,-8.06488,-32.8394
20.1455,-8.071,-32.8375
20.2196,-8.21073,-32.8531
20.2065,-8.21684,-32.8512
20.4277,-8.62958,-32.8459
20.4408,-8.62346,-32.8479
20.7584,-8.90361,-32.9418
20.7634,-8.88993,-32.9427
20.8107,-8.93234,-32.9678
20.8034,-8.94393,-32.9629
20.1579,-8.0682,-32.8544
20.2189,-8.21405,-32.8681
20.1448,-8.07432,-32.8524
20.2058,-8.22017,-32.8661
20.427,-8.6329,-32.8609
20.4401,-8.62678,-32.8629
20.7546,-8.90322,-32.9567
20.7596,-8.88953,-32.9576
20.8032,-8.93326,-32.9812
20.7959,-8.94485,-32.9763
20.2753,-8.29819,-32.7733
20.1771,-8.06076,-32.7778
20.276,-8.29486,-32.7583
20.1778,-8.05744,-32.7628
20.1647,-8.06355,-32.7609
20.164,-8.06688,-32.7758
20.2667,-8.30569,-32.7555
20.2659,-8.30901,-32.7704
20.2753,-8.29819,-32.7733
20.276,-8.29486,-32.7583
20.4596,-8.45996,-32.7176
20.4603,-8.45664,-32.7027
20.2659,-8.30901,-32.7704
20.4503,-8.47079,-32.7148
20.2667,-8.30569,-32.7555
20.451,-8.46747,-32.6998
20.4596,-8.45996,-32.7176
20.4603,-8.45664,-32.7027
20.5926,-8.66466,-32.6707
20.5933,-8.66134,-32.6558
20.4503,-8.47079,-32.7148
20.5833,-8.67549,-32.6679
20.451,-8.46747,-32.6998
20.584,-8.67217,-32.6529
20.5926,-8.66466,-32.6707
20.5933,-8.66134,-32.6558
20.6613,-8.66676,-32.6614
20.662,-8.66344,-32.6465
20.5833,-8.67549,-32.6679
20.652,-8.67759,-32.6586
20.584,-8.67217,-32.6529
20.6527,-8.67427,-32.6436
20.164,-8.06688,-32.7758
20.1647,-8.06355,-32.7609
20.1771,-8.06076,-32.7778
20.1778,-8.05744,-32.7628
20.662,-8.66344,-32.6465
20.6527,-8.67427,-32.6436
20.6613,-8.66676,-32.6614
20.652,-8.67759,-32.6586
20.1778,-8.05744,-32.7628
20.1647,-8.06355,-32.7609
20.276,-8.29486,-32.7583
20.2667,-8.30569,-32.7555
20.4603,-8.45664,-32.7027
20.451,-8.46747,-32.6998
20.5933,-8.66134,-32.6558
20.584,-8.67217,-32.6529
20.6527,-8.67427,-32.6436
20.662,-8.66344,-32.6465
20.6613,-8.66676,-32.6614
20.652,-8.67759,-32.6586
20.5926,-8.66466,-32.6707
20.5833,-8.67549,-32.6679
20.4503,-8.47079,-32.7148
20.4596,-8.45996,-32.7176
20.2659,-8.30901,-32.7704
20.2753,-8.29819,-32.7733
20.164,-8.06688,-32.7758
20.1771,-8.06076,-32.7778
17.5674,-9.54607,-32.3433
17.5697,-9.54612,-32.3281
17.553,-9.54617,-32.3411
17.5553,-9.54622,-32.3259
17.558,-8.33815,-32.3362
17.5604,-8.33821,-32.321
17.561,-8.5276,-32.2798
17.5633,-8.52766,-32.2646
17.6621,-8.99217,-32.2895
17.6598,-8.99211,-32.3047
17.5374,-9.45652,-32.3277
17.535,-9.45646,-32.3428
17.5674,-9.54607,-32.3433
17.5697,-9.54612,-32.3281
17.5604,-8.33821,-32.321
17.546,-8.33831,-32.3188
17.5633,-8.52766,-32.2646
17.5489,-8.52776,-32.2624
17.6477,-8.99227,-32.2873
17.6621,-8.99217,-32.2895
17.5374,-9.45652,-32.3277
17.523,-9.45662,-32.3254
17.5553,-9.54622,-32.3259
17.5697,-9.54612,-32.3281
17.5436,-8.33825,-32.334
17.5466,-8.5277,-32.2776
17.546,-8.33831,-32.3188
17.5489,-8.52776,-32.2624
17.6477,-8.99227,-32.2873
17.6454,-8.99221,-32.3025
17.523,-9.45662,-32.3254
17.5206,-9.45656,-32.3406
17.553,-9.54617,-32.3411
17.5553,-9.54622,-32.3259
17.5674,-9.54607,-32.3433
17.553,-9.54617,-32.3411
17.535,-9.45646,-32.3428
17.5206,-9.45656,-32.3406
17.6454,-8.99221,-32.3025
17.6598,-8.99211,-32.3047
17.561,-8.5276,-32.2798
17.5466,-8.5277,-32.2776
17.5436,-8.33825,-32.334
17.558,-8.33815,-32.3362
17.5701,-9.54294,-32.2293
17.5677,-9.54288,-32.2445
17.5845,-9.54283,-32.2315
17.5822,-9.54278,-32.2467
17.5728,-8.36505,-32.2667
17.5751,-8.36511,-32.2515
17.549,-8.52431,-32.2107
17.5514,-8.52437,-32.1955
17.6133,-8.98882,-32.2155
17.6156,-8.98888,-32.2004
17.6014,-9.45323,-32.2311
17.5991,-9.45317,-32.2463
17.5845,-9.54283,-32.2315
17.5822,-9.54278,-32.2467
17.5677,-9.54288,-32.2445
17.5701,-9.54294,-32.2293
17.5847,-9.45327,-32.2441
17.587,-9.45333,-32.2289
17.5989,-8.98892,-32.2133
17.6012,-8.98898,-32.1981
17.537,-8.52447,-32.1933
17.5346,-8.52441,-32.2085
17.5607,-8.36521,-32.2493
17.5584,-8.36515,-32.2645
17.5751,-8.36511,-32.2515
17.5607,-8.36521,-32.2493
17.5514,-8.52437,-32.1955
17.537,-8.52447,-32.1933
17.6012,-8.98898,-32.1981
17.6156,-8.98888,-32.2004
17.6014,-9.45323,-32.2311
17.587,-9.45333,-32.2289
17.5845,-9.54283,-32.2315
17.5701,-9.54294,-32.2293
17.5728,-8.36505,-32.2667
17.549,-8.52431,-32.2107
17.5584,-8.36515,-32.2645
17.5346,-8.52441,-32.2085
17.5989,-8.98892,-32.2133
17.6133,-8.98882,-32.2155
17.5991,-9.45317,-32.2463
17.5847,-9.45327,-32.2441
17.5822,-9.54278,-32.2467
17.5677,-9.54288,-32.2445
17.5536,-9.52985,-32.3263
17.4873,-9.27843,-32.3119
17.2951,-9.59585,-32.1529
17.2288,-9.34443,-32.1384
16.9936,-9.67281,-31.9518
16.9273,-9.42138,-31.9374
17.421,-9.027,-32.2975
17.1626,-9.09299,-32.124
16.861,-9.16996,-31.923
17.4155,-9.0205,-32.3037
17.4218,-9.01944,-32.2933
17.419,-9.03347,-32.3045
17.4254,-9.03243,-32.294
17.4116,-9.02204,-32.2864
17.4218,-9.01944,-32.2933
17.4058,-9.02296,-32.2972
17.4155,-9.0205,-32.3037
17.4116,-9.02204,-32.2864
17.4218,-9.01944,-32.2933
17.4058,-9.02296,-32.2972
17.4155,-9.0205,-32.3037
17.4155,-9.0205,-32.3037
17.4218,-9.01944,-32.2933
17.419,-9.03347,-32.3045
17.4254,-9.03243,-32.294
17.5559,-9.53656,-32.3345
17.5619,-9.53578,-32.3246
17.5455,-9.53921,-32.3276
17.5517,-9.53845,-32.3177
17.5586,-9.52296,-32.3232
17.5619,-9.53578,-32.3246
17.5519,-9.52401,-32.3341
17.5559,-9.53656,-32.3345
17.5586,-9.52296,-32.3232
17.5619,-9.53578,-32.3246
17.5519,-9.52401,-32.3341
17.5559,-9.53656,-32.3345
16.8582,-9.16655,-31.9117
16.8685,-9.16373,-31.9179
16.8521,-9.16748,-31.9223
16.8624,-9.16466,-31.9285
17.0025,-9.68065,-31.9594
17.0086,-9.67972,-31.9488
16.9922,-9.68348,-31.9532
16.9983,-9.68254,-31.9426
17.419,-9.03347,-32.3045
17.4254,-9.03243,-32.294
17.4896,-9.28948,-32.3202
17.4958,-9.28876,-32.3097
17.4896,-9.28948,-32.3202
17.4958,-9.28876,-32.3097
17.5519,-9.52401,-32.3341
17.5586,-9.52296,-32.3232
17.5559,-9.53656,-32.3345
17.5619,-9.53578,-32.3246
17.5455,-9.53921,-32.3276
17.5517,-9.53845,-32.3177
17.5559,-9.53656,-32.3345
17.5455,-9.53921,-32.3276
17.5519,-9.52401,-32.3341
17.4793,-9.29227,-32.3141
17.4896,-9.28948,-32.3202
17.4958,-9.28876,-32.3097
17.4855,-9.29154,-32.3035
17.5586,-9.52296,-32.3232
17.5517,-9.53845,-32.3177
17.5619,-9.53578,-32.3246
17.0025,-9.68065,-31.9594
16.9922,-9.68348,-31.9532
16.9984,-9.6656,-31.9585
